"All Store Views","همه‌ی نماهای فروشگاه"
"All Tags","همه‌ی برچسب‌ها"
"All Websites","همه‌ی وب‌سایت‌ها"
"All countries","همه‌ی کشورها"
"All fields","همه‌ی فیلدها"
"All possible rates were fetched, please click on ""Save"" to apply","همه‌ی نرخ‌های ممکن آورده شدند، لطفا برای اعمال بر روی ""ذخیره"" کلیک نمایید"
"All rates were fetched, please click on ""Save"" to apply","همه‌ی نرخ‌ها آورده شدند، لطفا برای اعمال بر روی ""ذخیره"" کلیک نمایید"
"All valid rates have been saved.","همه‌ی نرخ‌های معتبر ذخیره شدند."
"Amounts","مبالغ"
"An error occurred while clearing the JavaScript/CSS cache.","یک خطا در حین پاک سازی کش JavaScript/CSS رخ داد."
"An error occurred while clearing the image cache.","یک خطا در حین پاک سازی کش تصویر رخ داد."
"An error occurred while creating the backup.","یک خطا در حین ایجاد پشتیبان رخ داد."
"An error occurred while deleting email template data. Please review log and try again.","یک خطا در حین حذف داده‌های قالب ایمیل رخ داد. لطفا گزارش را باز بینی نموده و دوباره سعی نمایید."
"An error occurred while deleting this role.","یک خطا در حین حذف این وظیفه رخ داد."
"An error occurred while deleting this set.","یک خطا در حین حذف این مجموعه رخ داد."
"An error occurred while deleting this template.","یک خطا در حین حذف این قالب رخ داد."
"An error occurred while finishing process. Please refresh the cache","یک خطا در حین پایان دادن فرایند رخ داد. لطفا کش را رفرش نمایید"
"An error occurred while rebuilding the CatalogInventory Stock Status.","یک خطا در حین بازسازی وضعیت موجودی صورت کالای کاتالوگ رخ داد."
"An error occurred while rebuilding the catalog index.","یک خطا در حین بازسازی فهرست کاتالوگ رخ داد."
"An error occurred while rebuilding the flat catalog category.","یک خطا در حین بازسازی رده‌ی کاتالوگ یکنواخت رخ داد."
"An error occurred while rebuilding the flat product catalog.","یک خطا در حین بازسازی کاتالوگ محصول یکنواخت رخ داد."
"An error occurred while rebuilding the search index.","یک خطا در حین بازسازی فهرست جستجو رخ داد."
"An error occurred while refreshing the Catalog Rewrites.","یک خطا در حین رفرش بازنویسی‌های کاتالوگ رخ داد."
"An error occurred while refreshing the Layered Navigation indices.","یک خطا در حین رفرش شاخص‌های ناوبری لایه‌ای رخ داد."
"An error occurred while refreshing the catalog rewrites.","یک خطا در حین رفرش بازنویسی‌های کاتالوگ رخ داد."
"An error occurred while refreshing the layered navigation indices.","یک خطا در حین رفرش شاخص‌های ناوبری لایه‌ای رخ داد."
"An error occurred while saving account.","یک خطا در حین ذخیره سازی حساب رخ داد."
"An error occurred while saving this configuration:","یک خطا در حین ذخیره سازی این پیکربندی رخ داد:"
"An error occurred while saving this role.","یک خطا در حین ذخیره سازی این وظیفه رخ داد."
"An error occurred while saving this template.","یک خطا در حین ذخیره سازی این قالب رخ داد."
"An error occurred while updating the selected review(s).","یک خطا در حین به روز رسانی نظر(ات) انتخاب شده رخ داد."
"Any","همه"
"Any Attribute Set","هر مجموعه ویژگی"
"Any Group","هر گروه"
"Any Status","هر وضعیتی"
"Any Store","هر فروشگاه"
"Any Type","هر نوع"
"Any Visibility","هر قابلیت دیدی"
"Archive file name:","نام فایل آرشیو:"
"Are you sure that you want to delete this template?","شما مطمئن‌اید که می خواهید این قالب را حذف کنید؟"
"Are you sure that you want to strip tags?","شما مطمئن‌اید که می خواهید تگ‌ها را خالی کنید؟"
"Are you sure you want to do this?","شما مطمئن‌اید که می‌خواهید این را انجام دهید؟"
"Area","ناحیه"
"Assigned","اختصاص یافته"
"Associated Tags","برچسب‌های متناظر"
"Attribute Set Name:","نام مجموعه ویژگی:"
"Attributes","ویژگی‌ها"
"Authors","نویسندگان"
"Available Products","محصولات موجود"
"Average Order Amount","میانگین مبلغ سفارش"
"Average Orders","میانگین سفارش‌ها"
"Back","بازگشت"
"Back to Login","بازگشت به ورود"
"Backup","پشتیبان"
"Backup record was deleted.","رکورد پشتیبان حذف شده بود."
"Backups","پشتیبان‌ها"
"Base currency","ارز مبنا"
"Bcc","Bcc"
"Bestsellers","پرفروش‌ها"
"Big Image","تصویر بزرگ"
"Billing Address","آدرس صورت حساب"
"Billing Agreement","قرارداد صدور صورت حساب"
"Billing Agreements","قراردادهای صورت حساب"
"Block Information","اطلاعات بلاک"
"Both (without and with tax)","هر دو (بدون و با مالیات)"
"Both IPN and PDT","هر دوی IPN و PDT"
"Browse Files...","مرور فایل‌ها..."
"Bundle Items","آیتم‌های دسته"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","دسته کردن با قیمت گذاری پویا نمی‌تواند شامل گزینه‌های تعریف شده‌ی سفارشی باشد. گزینه‌ها ذخیره نخواهند شد."
"CMS","CMS"
"CRITICAL","بحرانی"
"CSV","CSV"
"CSV / Tab separated","CSV / تب مجزا"
"Cache Control","کنترل کش"
"Cache Control (beta)","کنترل کش (بتا)"
"Cache Management","مدیریت کش"
"Cache Type","نوع کش"
"Cancel","لغو"
"Cannot add new comment.","نمی‌توان توضیح جدید افزود."
"Cannot add tracking number.","نمی‌توان شماره‌ی پیگیری افزود."
"Cannot create an invoice without products.","نمی‌توان یک فاکتور بدون محصولات ایجاد کرد."
"Cannot create credit memo for the order.","نمی‌توان برای سفارش یادداشت بستانکاری ایجاد کرد."
"Cannot delete the design change.","نمی‌توان تغییر طرح را حذف کرد."
"Cannot delete tracking number.","نمی‌توان شماره‌ی پیگیری را حذف کرد."
"Cannot do shipment for the order separately from invoice.","نمی‌توان محموله را برای سفارش، جداگانه از فاکتور صادر کرد."
"Cannot do shipment for the order.","نمی‌توان محموله را برای سفارش صادر کرد."
"Cannot find the email address.","نمی‌توان آدرس ایمیل را یافت."
"Cannot initialize shipment for adding tracking number.","برای افزودن شماره‌ی پیگیری نمی‌توان محموله را مقداردهی اولیه کرد."
"Cannot initialize shipment for delete tracking number.","برای حذف شماره‌ی پیگیری نمی‌توان محموله را مقداردهی اولیه کرد."
"Cannot load track with retrieving identifier.","نمی‌توان پیگیر کردن را با بازیابی شناسه بارگذاری کرد."
"Cannot retrieve tracking number detail.","نمی‌توان جزییات شماره‌ی پیگیری را بازیابی کرد."
"Cannot save shipment.","نمی‌توان محموله را ذخیره کرد."
"Cannot save the cedit memo.","نمی‌توان یادداشت بستانکاری را ذخیره کرد."
"Cannot send shipment information.","نمی‌توان اطلاعات محموله را فرستاد."
"Cannot update item quantity.","نمی‌توان تعداد آیتم را به روز کرد."
"Cannot update the item\'s quantity.","نمی‌توان تعداد مربوط به آیتم را به روز کرد."
"Card Verification Number","شماره‌ی امنیتی کارت"
"Catalog","کاتالوگ"
"Catalog Price Rules","قوانین قیمت کاتالوگ"
"Catalog Rewrites","بازنویسی‌های کاتالوگ"
"Categories","رده‌ها"
"Category:","رده:"
"Channel","کانال"
"Checkbox","چک‌باکس"
"Child Transactions","تراکنش‌های ولد"
"Choose Store View","انتخاب نمای فروشگاه"
"Choose an attribute","انتخاب یک ویژگی"
"Clear","پاک کردن"
"Close","بستن"
"Comment text field cannot be empty.","فیلد متنی توضیح نمی‌تواند خالی باشد."
"Comments History","پیشینه‌ی توضیحات"
"Complete","کامل"
"Configuration","پیکربندی"
"Confirmed email:","ایمیل تایید شده:"
"Connect with the Magento Community","ارتباط با انجمن مجنتو"
"Contents","محتویات"
"Convert to Plain Text","تبدیل به متن ساده"
"Cookie (unsafe)","کوکی (ناامن)"
"Country","کشور"
"Country:","کشور:"
"Coupons","کوپن‌ها"
"Create","ایجاد"
"Create DB Backup","ایجاد پشتیبان از پایگاه‌داده"
"Create New Attribute","ایجاد ویژگی جدید"
"Create URL Rewrite:","ایجاد بازنویسی URL:"
"Created At","ایجاد شده در"
"Credit Card Number","شماره‌ی کارت اعتباری"
"Credit Card Number: xxxx-%s","شماره‌ی کارت اعتباری: xxxx-%s"
"Credit Card Type","نوع کارت اعتباری"
"Credit Card Type: %s","نوع کارت اعتباری: %s"
"Credit Memo History","پیشینه‌ی یادداشت بستانکاری"
"Credit Memo Totals","جمع کل یادداشت بستانکاری"
"Credit Memos","یادداشت‌های بستانکاری"
"Credit memo #%s comment added","توضیح یادداشت بستانکاری شماره‌ی %s افزوده شد"
"Credit memo #%s created","یادداشت بستانکاری شماره‌ی %s ایجاد شد"
"Credit memo\'s total must be positive.","مجموع یادداشت اعتباری باید مثبت باشد."
"Currency","ارز"
"Currency Information","اطلاعات ارز"
"Currency Setup Section","بخش راه اندازی ارز"
"Current Configuration Scope:","دامنه‌ی پیکربندی جاری:"
"Current Month","ماه جاری"
"Custom","سفارشی"
"Custom Variable ""%s""","متغیر سفارشی ""%s"""
"Custom Variables","متغیرهای سفارشی"
"Customer","مشتری"
"Customer Group:","گروه مشتری:"
"Customer Groups","گروه‌های مشتری"
"Customer Name","نام مشتری"
"Customer Reviews","نظرات مشتری"
"Customer Shopping Carts","سبدهای خرید مشتری"
"Customer Since:","مشتری از زمان:"
"Customer Tax Classes","کلاس‌های مالیاتی مشتری"
"Customer with the same email already exists.","مشتری‌ای با ایمیل یکسان وجود دارد."
"Customers","مشتریان"
"Customers by Number of Orders","مشتریان بر اساس تعداد سفارش‌ها"
"Customers by Orders Total","مشتریان بر اساس مجموع سفارش‌ها"
"DHTML Date/Time Selector","گزینش گر تاریخ/زمان DHTML"
"Dashboard","داشبورد"
"Data Format","ساختار داده‌"
"Data transfer:","انتقال داده:"
"Date","تاریخ"
"Date & Time","تاریخ و زمان"
"Date Added","تاریخ افزودن"
"Date Updated","به روز شده در تاریخ"
"Date selection:","انتخاب تاریخ:"
"Date selector","گزینش گر تاریخ"
"Day","روز"
"Decimal separator:","جداساز اعشاری:"
"Default (Admin) Values","مقادیر پیش فرض (مدیر)"
"Default Billing Address","آدرس صورت حساب پیش فرض"
"Default Config","پیکربندی پیش فرض"
"Default Template from Locale","قالب پیش فرض از تنظیمات محلی"
"Default Values","مقادیر پیش فرض"
"Default display currency ""%s"" is not available in allowed currencies.","ارز نمایش پیش فرض ""%s"" در ارزهای مجاز موجود نیست."
"Default scope","دامنه‌ی پیش فرض"
"Delete","حذف"
"Delete %s","حذف %s"
"Delete %s '%s'","حذف %s '%s'"
"Delete Profile","حذف پروفایل"
"Delete Role","حذف وظیفه"
"Delete Store","حذف فروشگاه"
"Delete Store View","حذف نمای فروشگاه"
"Delete Template","حذف قالب"
"Delete User","حذف کاربر"
"Delete Website","حذف وب‌سایت"
"Description","توصیف"
"Design","طراحی"
"Design Section","بخش طراحی"
"Details","جزییات"
"Developer Section","بخش گسترش دهنده"
"Direction:","جهت:"
"Disable","ناممکن"
"Disabled","ناممکن‌شده"
"Display %s first","نمایش %s در ابتدا"
"Display default currency","نمایش ارز پیش فرض"
"Distributed under GNU LGPL. See %s for details.","توزیع شده تحت GNU LGPL. برای جزییات %s را ببینید."
"Do you really want to KILL parallel process and start new indexing process?","آیا شما واقعا می خواهید پردازش هم زمان را منتفی کنید و فرایند فهرست سازی جدیدی را آغاز نمایید؟"
"Downloads","دانلودها"
"Drag to move","برای جابجایی بکشید"
"Drop-down","کشویی"
"Edit","ویرایش"
"Edit Design Change","ویرایش تغییر طرح"
"Edit Email Template","ویرایش قالب ایمیل"
"Edit Poll","ویرایش نظرسنجی"
"Edit Queue","ویرایش صف"
"Edit Review","ویرایش نظر"
"Edit Role","ویرایش وظیفه"
"Edit Store View","ویرایش نمای فروشگاه"
"Edit System Template","ویرایش قالب سیستم"
"Edit Template","ویرایش قالب"
"Edit URL Rewrite","ویرایش بازنویسی URL"
"Edit User","ویرایش کاربر"
"Edit User '%s'","ویرایش '%s' کاربر"
"Edit Website","ویرایش وب‌سایت"
"Email","ایمیل"
"Email Address:","آدرس ایمیل:"
"Email Preview","پیش نمایش ایمیل"
"Email to a Friend","ایمیل به یک دوست"
"Email:","ایمیل:"
"Enable","ممکن"
"Enabled","ممکن‌شده"
"Enclose Values In:","قرار دادن مقادیر در:"
"Entity Type","نوع موجودیت"
"Entity type:","نوع موجودیت:"
"Excel","اکسل"
"Excl. Tax","بی مالیات"
"Expiration Date","تاریخ انقضا"
"Expiration Date: %s/%s","تاریخ انقضا: %s/%s"
"Export","صدور"
"Export CSV","صدور CSV"
"Export Filters","فیلترهای صدور"
"Export to:","صدور به:"
"Export:","صدور:"
"Extension","اکستنشن"
"Extensions","اکستنش‌ها"
"FTP Host[:Port]","هاست FTP [:پورت]"
"Failed to add a product to cart by id ""%s"".","شکست در افزودن یک محصول به سبد توسط شناسه‌ی ""%s""."
"Failed to cancel the billing agreement.","شکست در لغو قرارداد صدور صورت حساب."
"Failed to clear the JavaScript/CSS cache.","شکست در پاک سازی کش JavaScript/CSS."
"Failed to delete the billing agreement.","شکست در حذف قرارداد صدور صورت حساب."
"Failed to update the profile.","شکست در به روز رسانی پروفایل."
"Field","فیلد"
"Field Mapping","فیلد مپینگ"
"File","فایل"
"File Information","اطلاعات فایل"
"File name:","نام فایل:"
"File size should be more than 0 bytes","اندازه‌ی فایل باید بیشتر از 0 بایت باشد."
"Files","فایل‌ها"
"Final Price","قیمت نهایی"
"Finished profile execution.","اجرای پروفایل پایان یافت."
"First Invoice Created Date","تاریخ ایجاد اولین فاکتور"
"First Name","نام کوچک"
"First Name is required field.","نام کوچک فیلد الزامی است."
"First Name:","نام کوچک:"
"Fixed","ثابت"
"Flush Catalog Images Cache","تخلیه‌ی کش تصاویر کاتالوگ"
"Flush JavaScript/CSS Cache","تخلیه‌ی کش JavaScript/CSS"
"For category","برای رده"
"For latest version visit: %s","برای بازدید آخرین نسخه: %s"
"For product","برای محصول"
"Forgot your password?","گذرواژه‌تان را فراموش کرده‌اید؟"
"Forgot your user name or password?","نام کاربری یا گذرواژه‌تان را فراموش کرده‌اید؟"
"From","از"
"GLOBAL","سراسری"
"Gb","Gb"
"General Information","اطلاعات عمومی"
"General Section","بخش عمومی"
"Get Image Base64","دریافت تصویر Base64"
"Get help for this page","دریافت کمک برای این صفحه"
"Global Attribute","ویژگی سراسری"
"Global Record Search","جستجوی رکورد سراسری"
"Global Search","جستجوی سراسری"
"Go Today","برو به امروز"
"Google Base","Google Base"
"Google Base Items","آیتم‌های Google Base"
"Google Sitemaps","نقشه سایت‌های گوگل"
"Grand Total","جمع کل نهایی"
"Grid (default) / List","مشبک (پیش فرض) / لیست"
"Grid Only","تنها مشبک"
"Group:","گروه:"
"Guest","مهمان"
"HTTP (unsecure)","HTTP (ناامن)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","به ما در سالم نگه داشتن مجنتو کمک کنید - گزارش همه‌ی باگ‌ها"
"Home","خانه"
"ID","شناسه"
"ID Path","مسیر شناسه"
"IP Address","آدرس IP"
"IPN (Instant Payment Notification) Only","تنها IPN (اعلام پرداخت فوری)"
"If this message persists, please contact the store owner.","اگر این پیام همچنان ادامه دارد، لطفا با مالک فروشگاه تماس بگیرید."
"Ignore","چشم پوشی"
"Images","تصاویر"
"Images (.gif, .jpg, .png)","تصاویر (.gif, .jpg, .png)"
"Images Cache","کش تصاویر"
"Import","ورود"
"Import Service","سرویس ورود"
"Import and Export","ورود و صدور"
"Import and Export Tax Rates","ورود و صدور نرخ‌های مالیات"
"Import/Export","ورود/صدور"
"Import/Export Advanced","ورود/صدور پیشرفته"
"Import/Export Profile","ورود/صدور پروفایل"
"Imported <strong>%s</strong> records","رکوردهای <strong>%s</strong> وارد شده"
"In","در"
"In Database:","در پایگاه‌داده:"
"In File:","در فایل:"
"Inactive","غیرفعال"
"Incl. Tax","با مالیات"
"Include","شامل"
"Incoming Message","پیام ورودی"
"Insert Variable...","قرادادن متغیر..."
"Interactive","فعل و انفعال"
"Interface Locale: %s","رابط محلی: %s"
"Invalid Form Key. Please refresh the page.","کلید فرم نامعتبر. لطفا صفحه را رفرش نمایید."
"Invalid Import Service Specified","سرویس ورود تعیین شده‌ی نامعتبر"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","داده‌ی POST نامعتبر (لطفا تنظیمات post_max_size و upload_max_filesize را در فایل php.ini بررسی کنید)."
"Invalid Secret Key. Please refresh the page.","کلید مخفی نامعتبر. لطفا صفحه را رفرش نمایید."
"Invalid Username or Password.","نام کاربری یا گذرواژه‌ی نامعتبر."
"Invalid directory: %s","دایرکتوری نامعتبر: %s"
"Invalid email address ""%s"".","آدرس ایمیل نامعتبر ""%s"""
"Invalid file: %s","فایل نامعتبر: %s"
"Invalid input data for %s => %s rate","داده‌ی ورودی نامعتبر برای نرخ %s => %s"
"Invalid parent block for this block","بلاک منشا نامعتبر برای این بلاک"
"Invalid parent block for this block.","بلاک منشا نامعتبر برای این بلاک."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","نام فرستنده‌ی نامعتبر "" %s"". لطفا تنها از کاراکترهای قابل رویت و فاصله استفاده نمایید."
"Invalidated","باطل"
"Inventory Stock Status","وضعیت موجودی انبار"
"Invoice #%s comment added","توضیح فاکتور شماره‌ی %s افزوده شد"
"Invoice #%s created","فاکتور شماره‌ی %s ایجاد شد"
"Invoice History","پیشینه‌ی فاکتور"
"Invoice Totals","جمع کل فاکتور"
"Invoice canceling error.","خطای لغو فاکتور."
"Invoice capturing error.","خطای ضبط فاکتور."
"Invoice voiding error.","خطای ابطال فاکتور."
"Invoices","فاکتورها"
"Is Closed","بسته شده است"
"Issue Number","شماره‌ی صدور"
"Issuer: %s","صادر کننده: %s"
"Items","آیتم‌ها"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","کش JavaScript/CSS"
"Kb","Kb"
"Last 24 Hours","24 ساعت گذشته"
"Last 5 Orders","5 سفارش اخیر"
"Last 5 Search Terms","5 عبارت جستجوی اخیر"
"Last 7 Days","7 روز گذشته"
"Last Credit Memo Created Date","تاریخ ایجاد آخرین یادداشت بستانکاری"
"Last Invoice Created Date","تاریخ ایجاد آخرین فاکتور"
"Last Logged In (%s):","آخرین ورود (%s):"
"Last Logged In:","آخرین ورود:"
"Last Name","نام خانوادگی"
"Last Name is required field.","نام خانوادگی فیلد الزامی است."
"Last Name:","نام خانوادگی:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","آخرین به روز رسانی: %s. برای رفرش <a href=""%s"">آمار </a> روز گذشته، <a href=""%s"">اینجا </a> را کلیک کنید."
"Latest Message:","آخرین پیام:"
"Layered Navigation Indices","شاخص‌های ناوبری لایه ای"
"Layered Navigation Indices were refreshed.","شاخص‌های ناوبری لایه‌ای رفرش شده بودند."
"Leave empty to use tax identifier","برای به کار بردن شناسه‌ی مالیات خالی باقی بگذارید"
"Lifetime Sales","تمام فروش‌ها تاکنون"
"Lifetime statistics have been updated.","تمام آمارها تاکنون به روز شدند."
"Links","لینک‌ها"
"Links with associated products will retain only after saving current product.","لینک‌ها با محصولات وابسته، تنها پس از ذخیره‌ی محصول جاری حفظ خواهند شد."
"List (default) / Grid","لیست (پیش فرض) / مشبک"
"List Only","تنها لیست"
"Load Template","بارگذاری قالب"
"Load default template","بارگذاری قالب پیش فرض"
"Loading...","بارگذاری..."
"Local Server","سرور محلی"
"Local/Remote Server","سرور محلی/راه دور"
"Locale","محلی"
"Log Out","خروج"
"Log in to Admin Panel","ورود به پنل مدیریت"
"Log into Magento Admin Page","ورود به صفحه‌ی مدیریت مجنتو"
"Logged in as %s","وارد شده به عنوان %s"
"Login","ورود"
"Low Stock","موجودی کم"
"MAJOR","عمده"
"MINOR","جزئی"
"MS Excel XML","XML اکسل مایکروسافت"
"Magento Admin","مدیر مجنتو"
"Magento Commerce - Administrative Panel","Magento Commerce - پنل اجرایی"
"Magento Connect","Magento Connect"
"Magento Connect Manager","مدیر Magento Connect"
"Magento Logo","لوگوی مجنتو"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.<br /><div style='direction:rtl;'>ترجمه‌ی فارسی مجنتو توسط <a href='http://www.codnitive.com/' target='_blank'>&trade;CODNITIVE</a></div>"
"Magento ver. %s","مجنتو نسخه‌ی %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.<br /><div style='direction:rtl;'>ترجمه‌ی فارسی مجنتو توسط <a href='http://www.codnitive.com/' target='_blank'>&trade;CODNITIVE</a></div>"
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","اطمینان حاصل کنید که کدگذاری دیتا در این فایل سازگار است و در یکی از کدگذاری‌های پشتیبانی شده (UTF-8 یا ANSI) ذخیره شده است."
"Manage Attribute Sets","مدیریت مجموعه‌های ویژگی"
"Manage Attributes","مدیریت ویژگی‌ها"
"Manage Categories","مدیریت رده‌ها"
"Manage Content","مدیریت محتوا"
"Manage Currency Rates","مدیریت نرخ‌های ارز"
"Manage Customers","مدیریت مشتریان"
"Manage Ratings","مدیریت امتیازات"
"Manage Stores","مدیریت فروشگاه‌ها"
"Manage Tax Rules","مدیریت قوانین مالیات"
"Manage Tax Zones and Rates","مدیریت مناطق و نرخ‌های مالیاتی"
"Manage osCommerce Orders","مدیریت سفارش‌های osCommerce"
"Manage osCommerce Profiles","مدیریت پروفایل‌های osCommerce"
"Matched Expression","حالت تطبیق یافته"
"Max","بیشینه"
"Mb","Mb"
"Media (.avi, .flv, .swf)","مدیا (. avi. flv ، swf)"
"Messages Inbox","صندوق پیام‌های دریافتی"
"Min","کمینه"
"Month","ماه"
"Most Viewed","بیشترین بازدید"
"Most Viewed Products","محصولات با بیشترین بازدید"
"Multiple Select","چند انتخابی"
"My Account","حساب من"
"N/A","N/A"
"NOTICE","توجه"
"Name","نام"
"Name on Card","نام روی کارت"
"Name on the Card: %s","نام روی کارت: %s"
"Name:","نام:"
"New ","جدید "
"New API Key","کلید API‌ی جدید"
"New Accounts","حساب‌های جدید"
"New Attribute","ویژگی جدید"
"New Block","بلاک جدید"
"New Category","رده‌ی جدید"
"New Class","کلاس جدید"
"New Condition","شرط جدید"
"New Custom Variable","متغیر سفارشی جدید"
"New Customer","مشتری جدید"
"New Customers","مشتریان جدید"
"New Design Change","تغییر طرح جدید"
"New Email Template","قالب ایمیل جدید"
"New Group","گروه جدید"
"New Invoice","فاکتور جدید"
"New Item Type","نوع آیتم جدید"
"New Memo","یادداشت جدید"
"New Memo for #%s","یادداشت جدید برای شماره‌ی %s"
"New Page","صفحه‌ی جدید"
"New Password","گذرواژه‌ی جدید"
