"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.<br /><div style='direction:rtl;'>ترجمه‌ی فارسی مجنتو توسط <a href='http://www.codnitive.com/' target='_blank'>&trade;CODNITIVE</a></div>"
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","مجنتو از این کلید برای رمزگذاری گذرواژه‌ها، کارت‌های اعتباری و غیره استفاده می‌کند. اگر این فیلد خالی گذاشته شود سیستم یک کلید رمزنگاری برای شما خواهد ساخت و آن را در صفحه‌ی بعد نمایش خواهد داد."
"Manual Downloads and Upgrades","دانلودها و ارتقاهای دستی"
"One of PHP Extensions ""%s"" must be loaded.","یکی از ""%s"" اکستنشن‌های PHP باید بارگذاری شده باشد."
"PHP Extension '%s' loaded","'%s' اکستنشن PHP لود شد"
"PHP extension ""%s"" must be loaded.","""%s""  اکستنشن PHP باید لود شده باشد."
"Package Management through the Web","مدیریت بسته از طریق وب"
"Password","گذرواژه"
"Password Confirmation","تایید گذرواژه"
"Path ""%s"" must be writable.","مسیر ""%s"" باید قابل نوشتن باشد."
"Personal Information","اطلاعات شخصی"
"Please correct the user data and try again.","لطفا داده‌ی کاربر را تصحیح و دوباره سعی نمایید."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","لطفا اطمینان حاصل نمایید که <code>mod_rewrite</code> در پیکربندی Apache ممکن شده است."
"Please note that it is much less stable than beta.","لطفا توجه نمایید که آن بسیار ناپایدارتر از بتا است."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","لطفا توجه نمایید که در حال حاضر تنها شل‌های UNIX، Linux و Mac OS X پشتیبانی شده‌اند. برای Windows گزینه‌ی '%s' را به کار ببرید."
"Please set all required settings before clicking Continue","لطفا پیش از این که ادامه را کلیک کنیدهمه‌ی تنظیمات لازم را انجام دهید"
"Preferred stability: %s","پایداری ترجیجی: %s"
"Proceed With Automatic Download (%s)","ادامه با دانلود خودکار (%s)"
"Provide a complete base URL for SSL connection. For example: %s","برای اتصال SSL یک URL مبنای کامل ارایه کنید. برای مثال: %s"
"Report All Bugs","گزارش همه‌ی باگ‌ها"
"Required Fields","فیلدهای الزامی"
"Run admin interface with SSL","رابط مدیر را با SSL اجرا کن"
"Run this in your shell from Magento root folder:","برای پوشه‌ی ریشه‌ی مجنتو این را در شل‌تان اجرا کنید:"
"Save Session Data In","ذخیره‌ی داده‌های نشست در"
"Save Session Files In","ذخیره‌ی فایل‌های نشست در"
"Secure Base URL","URL مبنای امن"
"Session Storage Options","گزینه‌های ذخیره سازی نشست"
"Setting preferred state to: %s","تنظیم حالت ارجح به: %s"
"Skip Base URL Validation Before the Next Step","رد شدن از اعتبارسنجی URL مبنا پیش از مرحله‌ی بعد"
"Skip Secure URL validation before next step","رد شدن از اعتبارسنجی URL امن پیش از مرحله‌ی بعد"
"Tables Prefix","پیشوند جداول"
"The URL ""%s"" is invalid.","URL ""%s"" نامعتبر است."
"The URL ""%s"" is not accessible.","URL ""%s"" در دسترس نیست."
"The database server version does not match system requirements (required: %s, actual: %s).","نسخه‌ی سرور پایگاه‌داده مطابق الزامات سیستم نیست (الزامی: %s، فعلی: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","پیشوند جدول باید تنها شامل حروف (a-z)، اعداد (0-9) یا زیرخط (_) باشد، اولین کاراکتر باید یک حرف باشد."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","یک مشکل در نصب بسته‌های مجنتو وجود داشت. لطفا گزارش را خوانده، خطاها را تصحیح کرده و دوباره سعی نمایید."
"This URL is invalid.","این URL نامعتبر است."
"Time Zone","منطقه‌ی زمانی"
"Use Secure URLs (SSL)","استفاده از URLهای امن (SSL)"
"Use Web Server (Apache) Rewrites","استفاده از بازنویسی‌های سرور وب (Apache)"
"User Name","نام کاربر"
"User Password","گذرواژه‌ی کاربر"
"Username","نام کاربری"
"Validation","اعتبار"
"Web access options","گزینه‌های دسترسی وب"
"Welcome","خوش آمدید"
"Welcome to Magento's Installation Wizard","به ویزارد نصب مجنتو خوش آمدید"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","شما می‌توانید پورت سرور را مشخص نمایید، مثال: localhost:3307<br />اگر شما از سوکت پیش فرض یونیکس استفاده نمی‌کنید، می‌توانید این جا آن را به جای میزبان مشخص کنید، مثال: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","شما توانستید این گزینه را جهت استفاده از قابلیت بازنویسی سرور وب برای بهبود بهینه‌سازی موتورهای جستجو ممکن کنید."
"You're All Set","همه چیز آماده است"
"You're All Set!","همه چیز آماده است!"
