"Authorization transaction is required to void.","تصویب تراکنش به ابطال نیاز دارد."
"Auto","خودکار"
"AutoSweep","رفت و برگشت خودکار"
"Available Balance","مانده‌ی در دسترس"
"Balance Manager Account Bonus","پاداش مدیریت مانده حساب"
"Billing Address","آدرس صورت حساب"
"Billing Agreement Signup ","نام نویسی قرارداد صدور صورت حساب "
"Billing Information","اطلاعات صورت حساب"
"Bonus for first ACH Use","پاداش برای اولین استفاده‌ی ACH"
"Buyer Credit Payment","پرداخت اعتباری خریدار"
"By default it is ""reports.paypal.com"".","به طور پیش فرض ""reports.paypal.com"" است."
"CVV2 Check Result by PayPal","نتیجه‌ی بررسی CVV2 توسط پی پال"
"Cannot create target file for reading reports.","نمی‌توان فایل هدف برای خواندن گزارش‌ها ایجاد کرد."
"Centinel API URL","API URL سنتینل"
"Centinel Api URL","Api URL سنتینل"
"Centinel Custom Api URL","Api URL سفارشی سنتینل"
"Change Payment Method","تغییر روش پرداخت"
"Change Shipping Address","تغییر آدرس ارسال"
"Charge-off","لغو بدهی"
"Chargeback","بازگشت هزینه"
"Chargeback by customer.","بازگشت هزینه توسط مشتری."
"Checkout with PayPal","تسویه با پی پال"
"Completion Date","تاریخ اتمام"
"Connecting to PayPal SFTP server to fetch new reports. Are you sure you want to proceed?","در حال اتصال به سرور SFTP پی پال برای آوردن گزارش‌های جدید، شما مطمئن‌اید که می‌خواهید ادامه دهید؟"
"Countries Payment Applicable From","پرداخت کشورها قابل اجرا از"
"Coupon Redemption","بازخرید کوپن"
"Credit","اعتبار"
"Credit Card Settings","تنظیمات کارت اعتباری"
"Currency Conversion required to cover negative balance","تبدیل ارز لازم است تراز منفی را پوشش دهد"
"Custom","سفارشی"
"Custom Endpoint Hostname or IP-Address","بخش پایانی نام هاست یا آدرس IP سفارشی"
"Custom Path","مسیر سفارشی"
"Customer complaint.","شکایت مشتری."
"Customer did not include a confirmed address.","مشتری دارای یک آدرس تایید شده نیست."
"Customer triggered a money-back guarantee.","مشتری یک ضمانت بازگشت پول را شروع کرده است."
"Daily","روزانه"
"Debit","بدهی"
"Debit Card Cash Back","بازگشت نقدی دبیت کارت"
"Debit Card Transaction","تراکنش دبیت کارت"
"Debit or Credit","بدهی یا اعتبار"
"Debug Mode","حالت اشکال زدایی"
"Direct Payment API","APIی پرداخت مستقیم"
"Discount","تخفیف"
"Discount Tax","مالیات تخفیف"
"Displays on catalog pages and homepage.","در صفحات کاتالوگ و صفحه‌ی خانگی نمایش می‌دهد."
"Does not work if there are more than 10 shipping options available.","اگر بیشتر از 10 گزینه‌ی ارسال در دسترس وجود داشته باشند کار نمی‌کند."
"Don't have a PayPal account? Simply enter your email address.","حساب پی پال ندارید؟ به سادگی آدرس ایمیل‌تان را وارد نمایید."
"Don’t have a PayPal merchant account? You can still accept credit card payments through the Payflow Pro Gateway.","حساب فروشنده‌ی پی پال ندارید؟ شما هنوز هم می‌توانید پرداخت‌های کارت اعتباری را از طریق گذرگاه‌ Payflow Pro بپذیرید."
"Dynamic","پویا"
"EFT Funding (German banking)","تامین وجه EFT (بانک داری آلمانی)"
"Edit Shopping Cart","ویرایش سبد خرید"
"Email Associated with PayPal Merchant Account","ایمیل با حساب فروشنده‌ی پی پال متناظر شد"
"Enable Automatic Fetching","امکان آوردن خودکار"
"Enable PayPal Guest Checkout","امکان تسویه‌ی مهمان پی پال"
"Enabled","ممکن‌شده"
"Error in authorizing the payment.","خطا در تصویب پرداخت."
"Error in capturing the payment.","خطا در ضبط پرداخت."
"Error in refunding the payment.","خطا در استرداد پرداخت."
"Error in retrieving the transaction.","خطا در بازیابی تراکنش."
"Event","رویداد"
"Event Code","کد رویداد"
"Every 10 days","هر 10 روز"
"Every 14 days","هر 14 روز"
"Every 3 days","هر 3 روز"
"Every 30 days","هر 30 روز"
"Every 40 days","هر 40 روز"
"Every 7 days","هر 7 روز"
"Exact Match. Address and Postal Code. International","تطابق دقیق. آدرس و کدپستی. جهانی"
"Exact Match. Address and Postal Code. UK-specific","تطابق دقیق. آدرس و کدپستی. خاص بریتانیا"
"Exact Match. Address and nine-digit ZIP code","تطابق دقیق. آدرس و کدپستی نه رقمی"
"Express Checkout","تسویه‌ی سریع"
"Express Checkout (Payflow Edition) Settings","تنظیمات تسویه‌ی سریع (ویرایش Payflow)"
"Express Checkout APIs","APIهای تسویه‌ی سریع"
"Express Checkout Settings","تنظیمات تسویه‌ی سریع"
"Express Checkout and Order have been canceled.","تسویه‌ی سریع و سفارش لغو شدند."
"Express Checkout has been canceled.","تسویه‌ی سریع لغو شد."
"Failed to fetch reports from '%s@%s'.","شکست در آوردن گزارش‌ها از '%s@%s'."
"Fee Amount","مبلغ هزینه"
"Fee Debit or Credit","هزینه‌ی بدهی با اعتبار"
"Fee Reversal","هزینه‌ی برگشت"
"Fee: Foreign ACH Withdrawal","هزینه: برداشت ACH خارجی"
"Fee: Mass Pay Request","هزینه: درخواست Mass Pay"
"Fee: Web Site Payments Pro Account Monthly","هزینه: حساب ماهانه‌ی حرفه‌ای پرداخت‌های وب‌سایت"
"Fee: WorldLink Check Withdrawal","هزینه: برداشت چک WorldLink"
"Fetch","آوردن"
"Fetch Updates","به روز رسانی‌های آوردن"
"Fetched %s report rows from '%s@%s'.","%s سطر گزارش از '%s@%s' آورده شد."
"Frontend Experience Settings","تنظیمات آزمایش فرانت‌اند"
"Funding","سرمایه گذاری"
"General (Authorization)","عمومی (تصویب)"
"General (Dividend)","عمومی (سود)"
"General (Funds Transfer from PayPal Account to Another)","عمومی (انتقال وجوه از یک حساب پی پال به دیگری)"
"General (Purchase with a credit card)","عمومی (خرید با یک کارت اعتباری)"
"General Adjustment without businessrelated event","تنظیم عمومی بدون رویداد تجارت وابسته"
"General Currency Conversion","تبدیل ارز عمومی"
"General Funding of PayPal Account ","سرمایه گذاری عمومی حساب پی پال "
"General Redemption","بازخرید عمومی"
"General Withdrawal from PayPal Account","برداشت عمومی از حساب پی پال"
"General. Product no longer supported","عمومی. محصول دیگر پشتیبانی شده نیست"
"General: Use of PayPal account for purchasing as well as receiving payments","عمومی: استفاده از حساب پی پال برای خرید همچنین دریافت پرداخت‌ها"
"General: Withdrawal from PayPal Account","عمومی: برداشت از حساب پی پال"
"General: Withdrawal to Non-Bank Entity","عمومی: برداشت موجودی غیر بانکی"
"General: adjustment of a type not belonging to the other T12xx categories","عمومی: تنظیم یک نوع به دیگر رده‌های T12xx وابسته نیست"
"General: bonus of a type not belonging to the other T08xx categories","عمومی: پاداش‌های یک نوع به دیگر رده‌های T08xx وابسته نیست"
"General: event not yet categorized","عمومی: رویداد هنوز رده‌بندی نشده است"
"General: non-payment fee of a type not belonging to the other T01xx categories","عمومی: هزینه‌ی غیر پرداختی یک نوع به دیگر رده‌های T01xx وابسته نیست"
"General: received payment of a type not belonging to the other T00xx categories","عمومی: پرداخت دریافت شده‌ی یک نوع به دیگر رده‌های T00xx وابسته نیست"
"General: reversal of a type not belonging to the other T11xx categories","عمومی: برگشت یک نوع به دیگر رده‌های T11xx وابسته نیست"
"General: temporary hold of a type not belonging to the other T15xx categories","عمومی: تعلیق موقت یک نوع به دیگر رده‌های T15xx وابسته نیست"
"Get Credentials from PayPal","دریافت گواهی نامه‌ها از پی پال"
"Gift Certificate Payment: purchase of Gift Certificate","پرداخت گواهی هدیه: خرید گواهی هدیه"
"Gift Certificate Redemption","بازخرید گواهی هدیه"
"Gross Amount","مبلغ ناخالص"
"Header Background Color","رنگ پس زمینه‌ی هدر"
"Header Border Color","رنگ حاشیه‌ی هدر"
"Header Image URL","URL تصویر هدر"
"Help","کمک"
"Hidden Virtual PayPal Debit Card Transaction","مخفی کردن تراکنش دبیت کارت مجازی پی پال"
"Hold for Dispute Investigation","تعلیق برای رسیدگی اختلاف"
"IPN ""%s"".","IPN ""%s""."
"If empty, a default value will be used. Custom URL may be provided by CardinalCommerce agreement.","اگر خالی باشد، یک مقدار پیش فرض استفاده خواهد شد. URL سفارشی می‌تواند توسط موافقت نامه‌ی CardinalCommerce ارایه شده باشد."
"If not specified, Default Country from General Config will be used","اگر مشخص نشده باشد، کشور پیش فرض از پیکربندی عمومی استفاده خواهد شد"
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","اگر این گزینه ممکن شده باشد، مشتری می‌تواند آدرس ارسال و روش ارسال را در وب‌سایت پی پال تغییر دهد. در حالت واقعی تنها با پروتوکل HTTPS کار می‌کند."
"Impossible to issue a refund transaction because the capture transaction does not exist.","صدور یک تراکنش استرداد غیر ممکن است زیرا تراکنش ضبط شده موجود نیست."
"Incentive","پاداش"
"Initiation Date","تاریخ شروع"
"Invalid amount for authorization.","مبلغ نامعتبر برای تصویب."
"Invalid transaction ID.","شناسه‌ی تراکنش نامعتبر."
"Invoice ID","شناسه‌ی فاکتور"
"Issuer Liability","تعهدات صادر کننده"
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","توصیه می‌شود این مقدار را به ""دبیت کارت یا کارت اعتباری"" بر نماهای فروشگاه تنظیم کنید."
"It is recommended to set this value to ""PayPal"" per store views.","توصیه می‌شود این مقدار را به ""پی پال"" بر نماهای فروشگاه تنظیم کنید."
"Items in Your Shopping Cart","آیتم‌ها در سبد خریدتان"
"Last Correlation ID","آخرین شناسه‌ی ارتباط"
"Last Transaction ID","آخرین شناسه‌ی تراکنش"
"Learn More","بیشتر بدانید"
"Login","ورود"
"Looking for PayPal? We have our own tab to the left under Sales.","دنبال پی پال می‌گردید؟ ما در سمت چپ زیر بخش فروش‌ها تب خودمان را داریم."
"Mass Pay Payment","پرداخت Mass Pay"
"Matched (CVV2)","همسان (CVV2)"
"Matched (CVV2CSC)","همسان (CVV2CSC)"
"Matched Address only (no ZIP)","تنها آدرس همسان (بدون کد پستی)"
"Matched Address only (no ZIP). International","تنها آدرس همسان (بدون کد پستی). جهانی"
"Matched Postal Code only (no Address)","تنها کد پستی همسان (بدون آدرس)"
"Matched five-digit ZIP only (no Address)","تنها کد پستی پنج رقمی همسان (بدون آدرس)"
"Matched whole nine-didgit ZIP (no Address)","کل کد پستی نه رقمی همسان (بدون آدرس)"
"Merchant Account","حساب فروشنده"
"Merchant Country","کشور فروشنده"
"Merchant Liability","تعهدات فروشنده"
"Merchant Protection Eligibility","شایستگی حفاظت فروشنده"
"Merchant Referral Bonus","پاداش مراجعه‌ی فروشنده"
"Merchant holds a non-U.S. account and does not have a withdrawal mechanism.","فروشنده یک حساب غیر آمریکایی را معلق کرده است و مکانیزم برگشتی ندارد."
"Merchant reference ID format is not supported.","ساختار شناسه‌ی ارجاع فروشنده پشتیبانی شده نیست."
"Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.","فروشندگان برای ممکن ساختن ویژگی قراردادهای صورت حساب به درخواست نیاز دارند. این گزینه ممکن نیست تا وقتی پی پال تایید کند که قراردادهای صورت حساب برای حساب فروشنده‌یتان ممکن شده‌اند."
"Mobile Payment (made via a mobile phone)","پرداخت موبایل (ایجاد شده با یک گوشی موبایل)"
"N/A. Address not checked, or acquirer had no response. Service not available","N/A. آدرس بررسی نشد، یا فراگیرنده پاسخی نداشت. سرویس در دسترس نیست"
"N/A. Global Unavailable","N/A. عدم دسترسی سراسری"
"N/A. International Unavailable","N/A. عدم دسترسی جهانی"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. فروشنده اشاره کرده است که CVV2 بر روی کارت ارایه نشده است"
"N/A. No response","N/A. بدون پاسخ"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. برای تراکنش‌های MOTO (اینترنت/تلفن) مجاز نیست"
"N/A. Not processed","N/A. پردازش نشده"
"N/A. Retry","N/A. تلاش دوباره"
"N/A. Service not Supported","N/A. سرویس پشتیبانی شده نیست"
"N/A. Service not available","N/A. سرویس در دسترس نیست"
"N/A. Service not supported","N/A. سرویس پشتیبانی شده نیست"
"N/A. The merchant did not provide AVS information","N/A. فروشنده اطلاعات AVS را ارایه نکرده بود"
"N/A. The merchant has not implemented CVV2 code handling","N/A. فروشنده رسیدگی کد CVV2 اجرا شده ندارد"
"N/A. Unavailable","N/A. ناموجود"
"Negative Balance","تراز منفی"
"Never","هرگز"
"No","خیر"
"No Details matched","جزییاتی همسان نبود"
"No Details matched. International","جزییاتی همسان نبود. جهانی"
"No Liability Shift","تعهدی انتقال نیافت"
"No Logo","بدون لوگو"
"No match","ناهمسان"
"None of the address information matched","هیچ کدام از اطلاعات آدرس همسان نبود"
"Note: %s","توجه: %s"
"Nothing to fetch because of an empty configuration.","به خاطر یک پیکربندی خالی هیچ چیز برای آوردن نیست."
"Notified customer about creditmemo #%s.","مشتری درباره‌ی یادداشت بستانکاری شماره‌ی %s آگاه شد."
"Notified customer about invoice #%s.","مشتری درباره‌ی فاکتور شماره‌ی %s آگاه شد."
"Now accepting PayPal (150 X 40)","اکنون پذیرش پی پال (150 X 40)"
"Now accepting PayPal (150 X 60)","اکنون پذیرش پی پال (150 X 60)"
"Open Authorization","تصویب باز"
"Order","سفارش"
"Order ID","شناسه‌ی سفارش"
"Page Background Color","رنگ پس زمینه‌ی صفحه"
"Page Style","طرح صفحه"
"Part of the address information matched","بخشی از اطلاعات آدرس همسان بود"
"Partner","شریک"
"Password","گذرواژه"
"PayPal","پی پال"
"PayPal Balance Manager function of PayPal account","مدیر مانده حساب پی پال از قابلیت حساب پی پال"
"PayPal Buyer Warranty Bonus","پاداش ضمانت خریدار پی پال"
"PayPal Debit Card Cash Advance","دبیت کارت نقدی پیشرفته‌ی پی پال"
"PayPal Debit Card Withdrawal from ATM","برداشت از ATM دبیت کارت پی پال"
"PayPal Express Checkout Token does not exist.","نشانه‌ی تسویه‌ی سریع پی پال موجود نیست."
"PayPal Express Order Review Form","فرم بازبینی سفارش سریع پی پال"
"PayPal Fee Information","اطلاعات هزینه‌ی پی پال"
"PayPal Merchant Pages Style","طرح صفحات فروشنده‌ی پی پال"
"PayPal Product Logo","لوگوی محصول پی پال"
"PayPal Protection Bonus","پاداش حفاظت پی پال"
"PayPal Reference ID","شناسه‌ی ارجاع پی پال"
"PayPal Reference ID Type","نوع شناسه‌ی ارجاع پی پال"
"PayPal Settlement Reports","گزارش‌های توافق پی پال"
"PayPal gateway has rejected request. %s","گذرگاه پی پال درخواست را رد کرد. %s"
"PayPal processes all of your orders, and you get paid.","پی پال همه‌ی سفارش‌هایتان را پردازش می‌کند، و شما پرداخت را دریافت می‌کنید."
"PayPal retains reports for 45 days.","پی پال گزارش‌ها را برای 45 روز نگه می‌دارد."
"PayPal/Centinel Electronic Commerce Indicator","شاخص تجارت الکترونیک پی پال/سنتینل"
"PayPal/Centinel Visa Payer Authentication Service Result","نتیجه‌ی سرویس تصدیق پرداخت کننده‌ی Visaی پی پال/سنتینل"
"Payer Address ID","شناسه‌ی آدرس پرداخت کننده"
"Payer Address Status","وضعیت آدرس پرداخت کننده"
"Payer Email","ایمیل پرداخت کننده"
"Payer Email: %s","ایمیل پرداخت کننده: %s"
"Payer ID","شناسه‌ی پرداخت کننده"
"Payer Status","وضعیت پرداخت کننده"
"Payer is not identified.","پرداخت کننده شناسایی شده نیست."
"Payflow Pro Gateway","گذرگاه Payflow Pro"
"Payflow Pro Settings","تنظیمات Payflow Pro"
"Payment Action","کنش پرداخت"
"Payment Applicable From","پرداخت قابل اجرا از"
"Payment Method","روش پرداخت"
"Payment Refund initiated by merchant","استرداد پرداخت آغاز شده توسط فروشنده"
"Payments by PayPal (150 X 40)","پرداخت‌ها توسط پی پال (150 X 40)"
"Payments by PayPal (150 X 60)","پرداخت‌ها توسط پی پال (150 X 60)"
"Paypal Billing Agreement Settings","تنظیمات قرارداد صدور صورت حساب پی پال"
"Pending PayPal","پی پال در انتظار"
"Place Order","سفارش دادن"
"Please select a shipping method...","لطفا یک روش ارسال انتخاب نمایید..."
"Points Incentive Redemption","بازخرید پاداش امتیازات"
"Postage Payment to either USPS or UPS","پرداخت پستی به هر یک از USPS یا UPS"
"Preapproved Payment (BillUser API), either sent or received","پرداخت از پیش تایید شده (API قبض کاربر)، هر یک از ارسال شده یا دریافت شده"
"Preapproved Payment ID","شناسه‌ی پرداخت از پیش تایید شده"
"Price","قیمت"
"Process credit cards directly on your website with PayPal’s all-in-one online payment processing solution.","مستقیما کارت‌های اعتباری را بر روی وب‌سایت‌تان با راه حل پردازش پرداخت آنلاین all-in-one پی پال پردازش کنید."
"Product Name","نام محصول"
"Proxy Host","هاست پیراکسی"
"Proxy Port","پورت پیراکسی"
"Qty","تعداد"
"Reauthorization","اجازه‌ی دوباره"
"Reference Information","اطلاعات ارجاع"
"Refund issued by merchant.","استرداد صادر شده توسط فروشنده."
"Reimbursement for a chargeback.","بازپرداخت برای یک بازگشت هزینه."
"Reimbursement of Chargeback","بازپرداخت بازگشت هزینه"
"Report Date","تاریخ گزارش"
"Reports","گزارش‌ها"
"Require CVV Entry","عنصر CVV الزامی"
"Reversal","برگشت"
"Reversal of General Account Hold","برگشت تعلیق حساب عمومی"
"Reversal of Points Usage","برگشت استفاده‌ی امتیازات"
"Reversal of an adjustment.","برگشت یک تنظیم."
"Reversal of hold for Dispute Investigation","برگشت تعلیق برای رسیدگی اختلاف"
"Review Order","بازبینی سفارش"
"Reward Voucher Redemption","بازخرید هزینه‌ی مژدگانی"
"SFTP Credentials","گواهی نامه‌های SFTP"
"Sale","فروش"
"Sales","فروش‌ها"
"Sandbox Mode","حالت سندباکس"
"Schedule","زمان بندی"
"Schedule description is too long.","توصیف زمان بندی خیلی طولانی است."
"Scheduled Fetching","آوردن زمان بندی شده"
"Select a PayPal Solution","انتخاب یک راه حل پی پال"
"Settlement Consolidation","تثبیت توافق"
"Settlement Report Settings","تنظیمات گزارش توافق"
"Settlement of a chargeback.","توافق یک بازگشت هزینه."
"Severe 3D Secure Card Validation","تصدیق کارت سخت گیرانه‌ی 3D Secure"
"Severe Validation Removes Chargeback Liability on Merchant","تصدیق سخت گیرانه تعهد بازگشت هزینه را برای فروشنده برمی‌دارد"
"Severe validation removes chargeback liability on merchant.","تصدیق سخت گیرانه تعهد بازگشت هزینه را برای فروشنده برمی‌دارد."
"Shipping","ارسال"
"Shipping Address","آدرس ارسال"
"Shipping Information","اطلاعات ارسال"
"Shipping Method","روش ارسال"
"Shop now using (150 X 40)","هم اینک با استفاده از (150 X 40) خرید کن"
"Shop now using (150 X 60)","هم اینک با استفاده از (150 X 60) خرید کن"
"Shortcut","میانبر"
"Shortcut Buttons Flavor","چاشنی دکمه‌های میانبر"
"Shortcut on Product View","میانبر به مشاهده‌ی محصول"
"Shortcut on Shopping Cart","میانبر به سبد خرید"
"Sign a billing agreement to streamline further purchases with PayPal.","برای ساده کردن بیشتر خریدها با پی پال یک قرارداد صدور صورت حساب را امضا کنید."
"Solo","Solo"
"Sorry, no quotes are available for this order at this time.","با عرض پوزش، براوردهای هزینه‌ای برای این سفارش در این زمان موجود نیستند."
"Sort Order","ترتیب ردیف"
"Static","ایستا"
"Submitting order information...","ارایه‌ی اطلاعات سفارش..."
"Subscriber name is too long.","نام مشترک خیلی طولانی است."
"Subscription ID","شناسه‌ی اشتراک"
"Subscription Payment, either payment sent or payment received","پرداخت اشتراک، هر یک از پرداخت ارسال شده یا پرداخت دریافت شده"
"Subtotal","جمع جز"
"Summary Text for Aggregated Cart","متن خلاصه برای مجموع سبد"
"Switch/Maestro","Switch/Maestro"
"Test Mode","حالت آزمایشی"
"The background color for the checkout page around the header and payment form.","رنگ پس زمینه برای صفحه‌ی تسویه در اطراف هدر و فرم پرداخت."
"The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.","رنگ پس زمینه برای هدر صفحه‌ی تسویه. کد رنگ هگزادسیمال HTML شش کاراکتر غیر حساس به کوچکی و بزرگی حروف در ASCII."
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","تصویر در بالا سمت چپ صفحه‌ی تسویه. بیشینه اندازه 750x90 پیکسل است. <strong style=""color:red"">https</strong> بسیار تشویق شده است."
"The merchant account is not yet verified.","حساب فروشنده هنوز تایید شده نیست."
"The payment curency does not match any of the merchant\'s balances currency.","ارز پرداخت با هیچ یک از ارزهای تراز فروشنده همسان نیست."
"The payment eCheck is not yet cleared.","پرداخت چک الکترونیکی هنوز مورد استفاده نیست."
"The payment is authorized but not settled.","پرداخت تصویب شده است اما واریز نشده."
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","پرداخت در انتظار است زیرا توسط آدرس ایمیلی که هنوز ثبت یا تایید نشده است ایجاد شده بود."
"The payment is pending while it is being reviewed by PayPal for risk.","پرداخت در انتظار است تا زمانی که برای ریسک توسط پی پال بازبینی می‌شود."
"The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.","پرداخت توسط کارت اعتباری ایجاد شده بود. به منظور دریافت وجوه فروشنده باید حساب را به وضیعت برتر یا تجاری ارتقا دهد."
"Time of Day","زمان روز"
"Title","عنوان"
"Transaction ID","شناسه‌ی تراکنش"
"Transaction Information","اطلاعات تراکنش"
"Transfer Cart Line Items","انتقال آیتم‌های سطری سبد"
"Transfer Shipping Options","انتقال گزینه‌های ارسال"
"Triggered Fraud Filters","فیلترهای تقلب شروع شده"
"Unable to calculate cart line item totals.","ناتوان در محاسبه‌ی جمع‌های آیتم سطری سبد."
"Unable to cancel Express Checkout.","ناتوان در لغو تسویه‌ی سریع."
"Unable to communicate with the PayPal gateway.","ناتوان در ارتباط با گذرگاه پی پال."
"Unable to initialize Express Checkout review.","ناتوان در مقدار دهی اولیه‌ی بازبینی تسویه‌ی سریع."
"Unable to initialize Express Checkout.","ناتوان در مقدار دهی اولیه‌ی تسویه‌ی سریع."
"Unable to place the order.","ناتوان در سفارش دادن."
"Unable to process Express Checkout approval.","ناتوان در پردازش تصویب تسویه‌ی سریع."
"Unable to start Express Checkout.","ناتوان در شروع تسویه‌ی سریع."
"Unable to update shipping method.","ناتوان در به روز رسانی روش ارسال."
"Unknown reason. Please contact PayPal customer service.","دلیل ناشناخته. لطفا با سرویس مشتری پی پال تماس بگیرید."
"Update Shipping Method","به روز رسانی روش ارسال"
"Use Proxy","استفاده از پیراکسی"
"Use colon to specify port. For example: ""test.example.com:5224"".","برای مشخص کردن پورت از دونقطه استفاده کنید. برای مثال: ""test.example.com:5224""."
"User","کاربر"
"User-initiated Currency Conversion","تبدیل ارز آغاز شده با مشتری"
"Uses store frontend name by default.","به طور پیش فرض نام فرانت‌اند فروشگاه را استفاده می‌کند."
"Vendor","فروشنده"
"View","مشاهده"
"View Demo","مشاهده‌ی نمونه‌ی نمایشی"
"View PayPal solutions.","مشاهده‌ی راه حل‌های پی پال."
"View Transaction","مشاهده‌ی تراکنش"
"View Transaction Details","مشاهده‌ی جزییات تراکنش"
"Virtual PayPal Debit Card Transaction","تراکنش دبیت کارت مجازی پی پال"
"Virtual Terminal Payment","پایانه‌ی پرداخت مجازی"
"Void","باطل"
"Voided transaction.","تراکنش باطل شده."
"We prefer PayPal (150 X 40)","ما پی پال (150 X 40) را ترجیح می‌دهیم"
"We prefer PayPal (150 X 60)","ما پی پال (150 X 60) را ترجیح می‌دهیم"
"Website Payments Pro","پرداخت‌های حرفه‌ای وب‌سایت"
"Website Payments Pro (Payflow Edition) Settings","تنظیمات پرداخت‌های حرفه‌ای وب‌سایت (ویرایش Payflow)"
"Website Payments Pro Payflow Edition (includes Express Checkout)","ویرایش Payflow پرداخت‌های حرفه‌ای وب‌سایت (تسویه‌ی سریع را شامل می‌شود)"
"Website Payments Pro Settings","تنظیمات پرداخت‌های حرفه‌ای وب‌سایت"
"Website Payments Standard","پرداخت‌های استاندارد وب‌سایت"
"Website Payments Standard Payment","پرداخت پرداخت‌های استاندارد وب‌سایت"
"Website Payments Standard Settings","تنظیمات پرداخت‌های استاندارد وب‌سایت"
"What is PayPal?","پی پال چیست؟"
"Whether to create a billing agreement, if there are no active billing agreements available.","چه برای ایجاد یک قرارداد صدور صورت حساب، اگر قراردادهای صدور صورت حساب در دسترس فعالی وجود نداشتند."
"Will appear as a payment option only for customers who have at least one active billing agreement.","به عنوان یک گزینه‌ی پرداخت، تنها برای مشترییانی که آن‌ها دست کم یک قرارداد صدور صورت حساب فعال دارند ظاهر خواهد شد."
"WorldLink Withdrawal","برداشت WorldLink"
