"FedEx 10kg Box","فدرال اکسپرس جعبه 10 کیلویی"
"FedEx 25kg Box","فدرال اکسپرس جعبه 25 کیلویی"
"FedEx Box","فدرال اکسپرس جعبه"
"FedEx Envelope","فدرال اکسپرس پاکت"
"FedEx Pak","فدرال اکسپرس بسته"
"FedEx Tube","فدرال اکسپرس لوله"
"First Overnight","اولین شبانه"
"First-Class","درجه یک"
"Flat","یکنواخت"
"Flat-Rate Box","نرخ یکنواخت جعبه"
"Flat-Rate Envelope","نرخ یکنواخت پاکت"
"Free Method","روش رایگان"
"Free Shipping with Minimum Order Amount","ارسال رایگان با کمینه مبلغ سفارش"
"Gateway URL","URL گذرگاه"
"Gateway XML URL","XML URL گذرگاه"
"Ground","زمینی"
"Ground Commercial","زمینی تجاری"
"Ground Residential","زمینی محلی"
"Handling Applied","رسیدگی اعمال شد"
"Handling Fee","هزینه‌ی رسیدگی"
"Home Delivery","تحویل در منزل"
"International Economy","جهانی اکونومی"
"International Express","جهانی اکسپرس"
"International First","جهانی نخستین"
"International Priority","جهانی اولویت"
"International Shipment Days","جهانی روزهای حمل و نقل"
"Intl Economy Freight","جهانی بابری اکونومی"
"Intl Priority Freight","جهانی بابری اولویت"
"Invalid DHL XML code for type %s: %s.","کد DHL XML نامعتبر برای نوع %s: %s."
"Invalid DHL XML code type: %s.","نوع کد DHL XML نامعتبر: %s."
"Invalid FedEx XML code for type %s: %s","کد FedEx XML نامعتبر برای نوع %s: %s"
"Invalid FedEx XML code type: %s","نوع کد FedEx XML نامعتبر: %s"
"Invalid UPS CGI code for type %s: %s","کد UPS CGI نامعتبر برای نوع %s: %s"
"Invalid UPS CGI code type: %s","نوع کد UPS CGI نامعتبر: %s"
"Invalid USPS XML code for type %s: %s","کد USPS XML نامعتبر برای نوع %s: %s"
"Invalid USPS XML code type: %s","نوع کد USPS XML نامعتبر: %s"
"Kilograms","کیلوگرم"
"Large","بزرگ"
"Letter","نامه"
"Library","کتابخانه"
"Live","زنده"
"Machinable","ماشینیبل"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","بیشینه وزن بسته (لطفا برای بیشینه وزن ارسال پشتبانی شده با سرویس حمل ارسال‌ها مشورت نمایید)"
"Media Mail","پست رسانه‌ای"
"Minimum Order Amount for Free Shipping","کمینه مبلغ سفارش برای ارسال رایگان"
"Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)","کمینه وزن بسته (لطفا برای کمینه وزن ارسال پشتبانی شده با سرویس حمل ارسال‌ها مشورت نمایید)"
"Mode","حالت"
"Next Afternoon","بعد از ظهر بعد"
"Next Day Air","روز بعد هوایی"
"Next Day Air Early AM","روز بعد هوایی ابتدای صبح"
"Next Day Air Early AM Letter","روز بعد هوایی ابتدای صبح نامه"
"Next Day Air Intra (Puerto Rico)","روز بعد هوایی داخلی (پرتو ریکو)"
"Next Day Air Letter","روز بعد هوایی نامه"
"Next Day Air Saver","روز بعد هوایی سیور"
"Next Day Air Saver Letter","روز بعد هوایی سیور نامه"
"No","خیر"
"Non-rectangular","نامستطیلی"
"Order","سفارش"
"Origin of the Shipment","مبدا محموله"
"Oversize","بزرگ‌تر از اندازه"
"Package","بسته"
"Package Description","توصیف بسته"
"Packaging","بسته بندی"
"Parcel","بسته"
"Parcel Post","امانت پستی"
"Password","گذرواژه"
"Pickup Method","روش پیکاپ"
"Please enter the package weight","لطفا وزن بسته را وارد نمایید"
"Please make sure to use only digits here. No dashes are allowed.","لطفا اطمینان حاصل نمایید که اینجا تنها از اعداد استفاده می کنید. خط فاصله‌ها مجاز نیستند."
"Pounds","پوند"
"Priority Mail","اولویت پستی"
"Priority Overnight","اولویت شبانه"
"Receiver","گیرنده"
"Rectangular","مستطیلی"
"Regular","عادی"
"Regular Pickup","پیکاپ عادی"
"Request Courier","درخواست پیک"
"Residential","محلی"
"Residential Delivery","تحویل محلی"
"Response is in the wrong format","واکنش در ساختار اشتباه است"
"Round","گرد"
"Second Day Service","سرویس روز دوم"
"Sender","فرستنده"
"Ship to Applicable Countries","پرداخت از کشورهای مناسب"
"Ship to Specific Countries","ارسال به کشورهای خاص"
"Shipment Contains Hazardous Materials","محموله حاوی مواد خطرناک است"
"Shipment Dutiable","محموله‌ی گمرکی"
"Shipment Duty Payment Type","نوع پرداخت عوارض گمرکی محموله"
"Shipment Type","نوع محموله"
"Shipment is not available.","محموله در دسترس نیست."
"Shipment picked up","محموله برداشته شد"
"Shipper Number","شماره‌ی ارسال کننده"
"Shipping Key","کلید ارسال"
"Shipping Key (International)","کلید ارسال (جهانی)"
"Show Method if Not Applicable","نمایش روش اگر اجرا شدنی نبود"
"Size","اندازه"
"Sort Order","ترتیب ردیف"
"Standard Overnight","استاندارد شبانه"
"Station","ایستگاه"
"Subtotal","جمع جز"
"Subtotal With Discount","جمع جز با تخفیف"
"The response is in wrong format.","واکنش در ساختار اشتباه است."
"There is no available method for selected shipping address.","برای آدرس ارسال انتخاب شده روش در دسترسی وجود ندارد."
"Third Party","شخص ثالث"
"Title","عنوان"
"To Lower","برای کمتر"
"To Upper","برای بیشتر"
"Tracking XML URL","XML URL پیگیری"
"UPS","UPS"
"UPS Expedited","UPS اکسپدایتد"
"UPS Express","UPS اکسپرس"
"UPS Express Box","UPS اکسپرس جعبه"
"UPS Express Early A.M.","UPS اکسپرس ابتدای صبح"
"UPS Express Plus","UPS اکسپرس پلاس"
"UPS Ground","UPS زمینی"
"UPS Letter Envelope","UPS پاکت نامه"
"UPS Next Day Air","UPS روز بعد هوایی"
"UPS Next Day Air Early A.M.","UPS روز بعد هوایی ابتدای صبح"
"UPS Next Day Air Saver","UPS روز بعد هوایی سیور"
"UPS Saver","UPS سیور"
"UPS Second Day Air","UPS روز دوم هوایی"
"UPS Second Day Air A.M.","UPS روز دوم هوایی ابتدای صبح"
"UPS Standard","UPS استاندارد"
"UPS Three-Day Select","UPS انتخاب سه روزه"
"UPS Today Dedicated Courrier","UPS امروز پیک اختصاصی"
"UPS Today Express","UPS امروز اکسپرس"
"UPS Today Express Saver","UPS امروز اکسپرس سیور"
"UPS Today Intercity","UPS امروز بین شهری"
"UPS Today Standard","UPS امروز استاندارد"
"UPS Tube","UPS لوله"
"UPS Type","نوع UPS"
"UPS Worldwide 10 kilo","UPS سراسر جهان 10 کیلو"
"UPS Worldwide 25 kilo","UPS سراسر جهان 25 کیلو"
"UPS Worldwide Expedited","UPS سراسر جهان اکسپدایتد"
"UPS Worldwide Express","UPS سراسر جهان اکسپرس"
"UPS Worldwide Express Plus","UPS سراسر جهان اکسپرس پلاس"
"UPS Worldwide Express PlusSM","UPS سراسر جهان اکسپرس پلاس اس ام"
"USPS","USPS"
"Unable to retrieve tracking","ناتوان در بازیابی پیگیری"
"United Parcel Service","سرویس امانت پستی متحده"
"United Parcel Service XML","XML سرویس امانت پستی متحده"
"Unknown error","خطای ناشناخته"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","استفاده شده تنها هنگامی که ""ارزش حفاظت اضافی"" به ""پیکربندی"" تنظیم شده است. تنها می‌تواند شامل مقدار عددی باشد."
"User ID","شناسه‌ی کاربر"
"UserId","شناسه‌ی کاربر"
"Variable","متغیر"
"Weight Unit","واحد وزن"
"Worldwide Expedited","سراسر جهان اکسپدایتد"
"Worldwide Express","سراسر جهان اکسپرس"
"Worldwide Express Letter","سراسر جهان اکسپرس نامه"
"Worldwide Express Plus","سراسر جهان اکسپرس پلاس"
"Worldwide Express Plus Letter","سراسر جهان اکسپرس پلاس نامه"
"Worldwide Express Saver","سراسر جهان اکسپرس سیور"
"Yes","بلی"
"Your Packaging","بسته بندی شما"
