"Grand Total (Excl. Tax)","جمع کل نهایی (بی مالیات)"
"Grand Total (Excl.Tax)","جمع کل نهایی (بی مالیات)"
"Grand Total (Incl. Tax)","جمع کل نهایی (با مالیات)"
"Grand Total (Incl.Tax)","جمع کل نهایی (با مالیات)"
"Grand Total Excl. Tax","جمع کل نهایی بی مالیات"
"Grand Total Incl. Tax","جمع کل نهایی با مالیات"
"Import / Export Tax Rates","ورود / صدور نرخ‌های مالیات"
"Import Tax Rates","ورود نرخ‌های مالیات"
"Inc. Tax","مالیات شرکت"
"Incl. Tax","با مالیات"
"Incl. Tax:","با مالیات:"
"Include Tax In Grand Total","شامل مالیات در جمع کل نهایی"
"Including Tax","شامل مالیات"
"Including and Excluding Tax","شامل و بدون مالیات"
"Invalid file format upload attempt","کوشش برای آپلود ساختار فایل نامعتبر"
"Invalid file upload attempt","کوشش برای آپلود فایل نامعتبر"
"Manage Customer Tax Classes","مدیریت کلاس‌های مالیاتی مشتری"
"Manage Product Tax Classes","مدیریت کلاس‌های مالیاتی محصول"
"Manage Tax Rates","مدیریت نرخ‌های مالیات"
"Manage Tax Rules","مدیریت قوانین مالیات"
"Manage Tax Zones & Rates","مدیریت مناطق و نرخ‌های مالیاتی"
"Name","نام"
"New Class","کلاس جدید"
"New Rule","قانون جدید"
"New Tax Rate","نرخ مالیات جدید"
"No","خیر"
"None","هیچ یک"
"One of the country has invalid code.","یکی از کشورها کد نامعتبر دارد."
"Orders, Invoices, Creditmemos Display Settings","تنظیمات نمایش سفارش‌ها، فاکتورها، یادداشت‌های بستانکاری"
"Original price only","تنها قیمت اصلی"
"Price Display Settings","تنظیمات نمایش قیمت"
"Priority","اولویت"
"Product Tax Class","کلاس مالیاتی محصول"
"Product Tax Class Information","اطلاعات کلاس مالیاتی محصول"
"Product Tax Classes","کلاس‌های مالیاتی محصول"
"Range From","از بازه‌ی"
"Range To","تا بازه‌ی"
"Rate","نرخ"
"Rate Percent","درصد نرخ"
"Reset","بازنشانی"
"Row Total","جمع سطر"
"Sales","فروش‌ها"
"Save Class","ذخیره‌ی کلاس"
"Save Rate","ذخیره‌ی نرخ"
"Save Rule","ذخیره‌ی قانون"
"Save and Continue Edit","ذخیره و ادامه‌ی ویرایش"
"Shipping & Handling (Excl.Tax)","ارسال و بررسی (بی مالیات)"
"Shipping & Handling (Incl.Tax)","ارسال و بررسی (با مالیات)"
"Shipping (Excl. Tax)","ارسال (بی مالیات)"
"Shipping (Incl. Tax)","ارسال (با مالیات)"
"Shipping Excl. Tax (%s)","ارسال بی مالیات (%s)"
"Shipping Incl. Tax (%s)","ارسال با مالیات (%s)"
"Shipping Prices","قیمت‌های ارسال"
"Shopping Cart Display Settings","تنظیمات نمایش سبد خرید"
"Sort Order","ترتیب ردیف"
"State","ایالت"
"State/Region","ایالت/منطقه"
"Subtotal (Excl. Tax)","جمع جز (بی مالیات)"
"Subtotal (Excl.Tax)","جمع جز (بی مالیات)"
"Subtotal (Incl. Tax)","جمع جز (با مالیات)"
"Subtotal (Incl.Tax)","جمع جز (با مالیات)"
"Tax","مالیات"
"Tax Calculation Based On","محاسبه‌ی مالیات بر اساس"
"Tax Calculation Method Based On","روش محاسبه‌ی مالیات بر اساس"
"Tax Class for Shipping","کلاس مالیات برای ارسال"
"Tax Classes","کلاس‌های مالیات"
"Tax Identifier","شناسه‌ی مالیات"
"Tax Rate","نرخ مالیات"
"Tax Rate Information","اطلاعات نرخ مالیات"
"Tax Rule Information","اطلاعات قانون مالیات"
"Tax Rules","قوانین مالیات"
"Tax Section","بخش مالیات"
"Tax Titles","عنواین مالیات"
"Tax rates at the same priority are added, others are compounded.","نرخ‌ها مالیات با اولویت یکسان افزوده شده‌اند، سایرین مرکب‌اند."
"The tax class has been deleted.","کلاس مالیات حذف شد."
"The tax class has been saved.","کلاس مالیات ذخیره شد."
"The tax rate has been deleted.","نرخ مالیات حذف شد."
"The tax rate has been imported.","نرخ مالیات وارد شد."
"The tax rate has been saved.","نرخ مالیات ذخیره شد."
"The tax rule has been deleted.","قانون مالیات حذف شد."
"The tax rule has been saved.","قانون مالیات ذخیره شد."
"This class no longer exists","این کلاس دیگر وجود ندارد"
"This rule no longer exists","این قانون دیگر وجود ندارد"
"This rule no longer exists.","این قانون دیگر وجود ندارد."
"Total","مجموع"
"Unit Price","قیمت واحد"
"Whether catalog prices entered by admin include tax.","چه قیمت‌های کاتالوگ وارد شده توسط مدیر شامل مالیات می‌شوند."
"Whether shipping amounts entered by admin or obtained from gateways include tax.","چه مبالغ ارسال وارد شده توسط مدیر یا گرفته شده از گذرگاه شامل مالیات می‌شوند."
"XML","XML"
"Yes","بلی"
"You cannot delete this tax class as it is used for %d customer groups.","شما نمی‌توانید این کلاس مالیات را حذف کنید چون که برای گروه‌های مشتری %d استفاده شده است."
"You cannot delete this tax class as it is used for %d products.","شما نمی‌توانید این کلاس مالیات را حذف کنید چون که برای محصولات %d استفاده شده است."
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","شما نمی‌توانید این کلاس مالیات را حذف کنید چون که در قوانین مالیات استفاده شده است. شما ناگزیرید ابتدا قوانینی که در آن‌ها استفاده شده است را حذف کنید."
"Zip/Post Code","کد پستی"
"Zip/Post is Range","کد پستی هست در بازه‌ی"
